Feature1,Feature2,Corr Pearson,Corr Spearman,Corr KendallTau
F_BSA_Polar_Freesasa_x,F_BSA_naccess_x,0.8943449178117383,0.862826020921665,0.6761308016588352
F_BSA_Polar_Freesasa_x,F_BSA_Polar naccess_x,0.8414273912436931,0.871279977409541,0.6884795091970536
F_BSA_Polar_Freesasa_x,F_NIPacking,-0.5575415240875736,-0.8624912462575165,-0.6805107348360666
F_BSA_Polar_Freesasa_x,F_NSC,-0.5553042422258352,-0.8009734994862941,-0.6074629131685768
F_BSA_Polar_Freesasa_x,F_CG_BETA,-0.5238913401790606,-0.5157238840577778,-0.3630124803134941
F_BSA_Polar_Freesasa_x, F_bsa_x,0.056421683113698204,0.8290945728502289,0.6390036846400372
F_BSA_Polar_Freesasa_x,F_Voronota_iface_atoms_x,0.7898707258287851,0.8260862725878387,0.6359633157999026
F_BSA_Polar_Freesasa_x,F_Voronota_iface_atoms_light_score_x,-0.2596936067156152,-0.33099961125276317,-0.2226044077672653
F_BSA_Polar_Freesasa_x,F_Voronota_iface_area_x,0.7714396600030089,0.8026236913067438,0.6093379327778964
F_BSA_Polar_Freesasa_x,F_Voronota_iface_energy_norm_x,0.35665323614998434,0.4405272948634889,0.30309465527788504
F_BSA_Polar_Freesasa_x,F_Voronota_iface_shelled_energy_norm_x,0.35437254275936425,0.43863261437281453,0.3018242709273517
F_BSA_Polar_Freesasa_x,F_Voronota_iface_shelled_energy_per_atom_x,0.01940549314706836,0.23686894430417474,0.16081211078342691
F_BSA_Polar_Freesasa_x,F_Voronota_iface_expanded_area_x,0.8160426735786591,0.8498089222705851,0.6643008750517397
F_BSA_Polar_Freesasa_x,F_Voronota_iface_expanded_shelled_energy_norm_x,0.2688731815122435,0.3415094976277998,0.2323992180482262
F_BSA_Polar_Freesasa_x,F_Voronota_diff_glob_light_score_x,-0.04768144054579407,-0.3032887893582461,-0.2074365845068779
F_BSA_Polar_Freesasa_x,F_Voronota_diff_glob_dark_score_x,-0.02851992055006384,-0.2762441746610824,-0.18812560563055228
F_BSA_Polar_Freesasa_x,F_Voronota_diff_glob_energy_norm_x,0.020033914088418543,0.2613077175021692,0.18060630534910205
F_BSA_Polar_Freesasa_x,F_Voronota_diff_glob_energy_per_atom_x,0.05091057034570405,0.3141033603919512,0.21694992686786224
F_BSA_Polar_Freesasa_x,F_Voronota_diff_sas_area_x,-0.7879343058216228,-0.8220395861484677,-0.6308035346239432
F_BSA_Polar_Freesasa_x,F_Voronota_diff_sas_energy_per_atom_x,0.06288924120130779,0.3353562210321315,0.23259230931752897
F_BSA_Polar_Freesasa_x,F_Voronota_diff_nonsas_area_x,0.8143296105544462,0.8519095562467137,0.6647360322246929
F_BSA_Polar_Freesasa_x,F_dG-cross/dSASAx100_x,0.09650346942094765,0.36494214946671105,0.252345435243342
F_BSA_Polar_Freesasa_x,F_dG-separated/dSASAx100_x,0.04498679954866505,0.2047866919990278,0.14408914859083144
F_BSA_Polar_Freesasa_x,F_dSASA-polar_x,0.8722072932230525,0.9323147448807018,0.7843754190868362
F_BSA_Polar_Freesasa_x,F_BSA_Polar_Freesasa_y,0.9999999999999998,1.0,1.0
F_BSA_Polar_Freesasa_x,F_BSA_Polar naccess_y,0.8414273912436931,0.871279977409541,0.6884795091970536
F_BSA_Polar_Freesasa_x,F_Voronota_glob_nonsas_area_per_atom_y,0.217192174469542,0.2695082716170644,0.1819731894991781
F_BSA_Polar_Freesasa_x,F_Voronota_iface_atoms_light_score_y,-0.2596936067156152,-0.33099961125276317,-0.2226044077672653
F_BSA_Polar_Freesasa_x,F_Voronota_iface_area_y,0.7714396600030089,0.8026236913067438,0.6093379327778964
F_BSA_Polar_Freesasa_x,F_Voronota_iface_energy_norm_y,0.35665323614998434,0.4405272948634889,0.30309465527788504
F_BSA_Polar_Freesasa_x,F_Voronota_iface_shelled_energy_norm_y,0.35437254275936425,0.43863261437281453,0.3018242709273517
F_BSA_Polar_Freesasa_x,F_Voronota_iface_shelled_energy_per_atom_y,0.01940549314706836,0.23686894430417474,0.16081211078342691
F_BSA_Polar_Freesasa_x,F_Voronota_iface_expanded_area_y,0.8160426735786591,0.8498089222705851,0.6643008750517397
F_BSA_Polar_Freesasa_x,F_Voronota_iface_expanded_shelled_energy_norm_y,0.2688731815122435,0.3415094976277998,0.2323992180482262
F_BSA_Polar_Freesasa_x,F_Voronota_split_sas_area_y,0.4683727100341252,0.5744240483800956,0.4018353565511191
F_BSA_Polar_Freesasa_x,F_Voronota_diff_glob_light_score_y,-0.04768144054579407,-0.3032887893582461,-0.2074365845068779
F_BSA_Polar_Freesasa_x,F_Voronota_diff_glob_dark_score_y,-0.02851992055006384,-0.2762441746610824,-0.18812560563055228
F_BSA_Polar_Freesasa_x,F_Voronota_diff_glob_energy_norm_y,0.020033914088418543,0.2613077175021692,0.18060630534910205
F_BSA_Polar_Freesasa_x,F_Voronota_diff_glob_energy_per_atom_y,0.05091057034570405,0.3141033603919512,0.21694992686786224
F_BSA_Polar_Freesasa_x,F_Voronota_diff_sas_area_y,-0.7879343058216228,-0.8220395861484677,-0.6308035346239432
F_BSA_Polar_Freesasa_x,F_Voronota_diff_nonsas_area_y,0.8143296105544462,0.8519095562467137,0.6647360322246929
F_BSA_Polar_Freesasa_x, F_bsa_y,0.056421683113698204,0.8290945728502289,0.6390036846400372
F_BSA_Polar_Freesasa_x,F_VenclovasLab.csv_F_Voronota_iface_atoms,0.7898707258287851,0.8260862725878387,0.6359633157999026
F_BSA_Polar_Freesasa_x,F_VenclovasLab.csv_F_Voronota_iface_atoms_light_score,-0.2596936067156152,-0.33099961125276317,-0.2226044077672653
F_BSA_Polar_Freesasa_x,F_dG-cross/dSASAx100_y,0.356921267292966,0.4601179804534298,0.32208131266869233
F_BSA_Polar_Freesasa_x,F_dSASA-polar_y,0.8552453266420752,0.9182837107803989,0.7693358563325102
F_BSA_Polar_Freesasa_x,F_dG-cross/dSASAx100,0.09650346942094765,0.36494214946671105,0.252345435243342
